Analyte Code,Analyte Name,MIN_ANALYSIS_TIME,MAX_ANALYSIS_TIME,HOLDING_TIME,Method Code,Method Name,PURPOSE_TEXT
2051,LASSO,,,,508.1,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2050,ATRAZINE,,,,508.1,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2037,SIMAZINE,,,,508.1,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2010,BHC-GAMMA,,,,508.1,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2005,ENDRIN,,,,508.1,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2959,CHLORDANE,,,,508.1,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2042,HEXACHLOROCYCLOPENTADIENE,,,,508.1,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2035,DI(2-ETHYLHEXYL) ADIPATE,,,,508.1,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2274,HEXACHLOROBENZENE,,,,508.1,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2015,METHOXYCHLOR,,,,508.1,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2595,METRIBUZIN,,,,508.1,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2356,ALDRIN,,,,508.1,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2077,PROPACHLOR,,,,508.1,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2070,DIELDRIN,,,,508.1,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2045,METOLACHLOR,,,,508.1,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2065,HEPTACHLOR,0,0,0,508.1,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2064,PARATHION (ETHYL),0,0,0,508.1,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2383,TOTAL POLYCHLORINATED BIPHENYLS (PCB),0,0,0,508.1,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2020,TOXAPHENE,0,0,0,508.1,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2046,CARBOFURAN,,,,6610,"PESTICIDES, CARBAMATES, HPLC, POSTCOL",N METHYLCARBAMOYLOXIMES AND N METHYLCARBAMATES-DIRECT AQUEOUS INJECTION HPLC WITH POST COLUMN DERIVATIZATION -FLUORESCEN
2066,3-HYDROXYCARBOFURAN,,,,6610,"PESTICIDES, CARBAMATES, HPLC, POSTCOL",N METHYLCARBAMOYLOXIMES AND N METHYLCARBAMATES-DIRECT AQUEOUS INJECTION HPLC WITH POST COLUMN DERIVATIZATION -FLUORESCEN
2047,ALDICARB,,,,6610,"PESTICIDES, CARBAMATES, HPLC, POSTCOL",N METHYLCARBAMOYLOXIMES AND N METHYLCARBAMATES-DIRECT AQUEOUS INJECTION HPLC WITH POST COLUMN DERIVATIZATION -FLUORESCEN
2044,ALDICARB SULFONE,,,,6610,"PESTICIDES, CARBAMATES, HPLC, POSTCOL",N METHYLCARBAMOYLOXIMES AND N METHYLCARBAMATES-DIRECT AQUEOUS INJECTION HPLC WITH POST COLUMN DERIVATIZATION -FLUORESCEN
2043,ALDICARB SULFOXIDE,,,,6610,"PESTICIDES, CARBAMATES, HPLC, POSTCOL",N METHYLCARBAMOYLOXIMES AND N METHYLCARBAMATES-DIRECT AQUEOUS INJECTION HPLC WITH POST COLUMN DERIVATIZATION -FLUORESCEN
2022,METHOMYL,,,,6610,"PESTICIDES, CARBAMATES, HPLC, POSTCOL",N METHYLCARBAMOYLOXIMES AND N METHYLCARBAMATES-DIRECT AQUEOUS INJECTION HPLC WITH POST COLUMN DERIVATIZATION -FLUORESCEN
2021,CARBARYL,,,,6610,"PESTICIDES, CARBAMATES, HPLC, POSTCOL",N METHYLCARBAMOYLOXIMES AND N METHYLCARBAMATES-DIRECT AQUEOUS INJECTION HPLC WITH POST COLUMN DERIVATIZATION -FLUORESCEN
2454,DIBROMOACETIC ACID,,,,552.1,HAAS - GC L/L ELECTRON CAPTURE,DET. OF HALOACETIC ACIDS IN DRINKING WATER BY LIQUID/LIQUID EXTRACTION DERIVATION AND GAS CHROMATOGRAPHY USING ELECTRON
2031,DALAPON,0,0,0,552.1,HAAS - GC L/L ELECTRON CAPTURE,DET. OF HALOACETIC ACIDS IN DRINKING WATER BY LIQUID/LIQUID EXTRACTION DERIVATION AND GAS CHROMATOGRAPHY USING ELECTRON
2455,BROMOCHLOROACETIC ACID,,,,552.1,HAAS - GC L/L ELECTRON CAPTURE,DET. OF HALOACETIC ACIDS IN DRINKING WATER BY LIQUID/LIQUID EXTRACTION DERIVATION AND GAS CHROMATOGRAPHY USING ELECTRON
2456,TOTAL HALOACETIC ACIDS (HAA5),,,,552.1,HAAS - GC L/L ELECTRON CAPTURE,DET. OF HALOACETIC ACIDS IN DRINKING WATER BY LIQUID/LIQUID EXTRACTION DERIVATION AND GAS CHROMATOGRAPHY USING ELECTRON
2453,MONOBROMOACETIC ACID,,,,552.1,HAAS - GC L/L ELECTRON CAPTURE,DET. OF HALOACETIC ACIDS IN DRINKING WATER BY LIQUID/LIQUID EXTRACTION DERIVATION AND GAS CHROMATOGRAPHY USING ELECTRON
2452,TRICHLOROACETIC ACID,,,,552.1,HAAS - GC L/L ELECTRON CAPTURE,DET. OF HALOACETIC ACIDS IN DRINKING WATER BY LIQUID/LIQUID EXTRACTION DERIVATION AND GAS CHROMATOGRAPHY USING ELECTRON
2451,DICHLOROACETIC ACID,,,,552.1,HAAS - GC L/L ELECTRON CAPTURE,DET. OF HALOACETIC ACIDS IN DRINKING WATER BY LIQUID/LIQUID EXTRACTION DERIVATION AND GAS CHROMATOGRAPHY USING ELECTRON
2450,MONOCHLOROACETIC ACID,,,,552.1,HAAS - GC L/L ELECTRON CAPTURE,DET. OF HALOACETIC ACIDS IN DRINKING WATER BY LIQUID/LIQUID EXTRACTION DERIVATION AND GAS CHROMATOGRAPHY USING ELECTRON
2931,"1,2-DIBROMO-3-CHLOROPROPANE",,,,504.1,GC-MICROEXTRACTION-ECD,GAS CHROMATOGRAPHY-MICROEXTRACTION-ELECTRON CAPTURE DETECTOR
2946,ETHYLENE DIBROMIDE,,,,504.1,GC-MICROEXTRACTION-ECD,GAS CHROMATOGRAPHY-MICROEXTRACTION-ELECTRON CAPTURE DETECTOR
2414,"1,2,3-TRICHLOROPROPANE",,,,504.1,GC-MICROEXTRACTION-ECD,GAS CHROMATOGRAPHY-MICROEXTRACTION-ELECTRON CAPTURE DETECTOR
2032,DIQUAT,,,,549.1,HIGH PERF LIQ CHROM-L/S EXTRACT- UV DETE,HIGH PERFORMANCE LIQUID CHROMATOGRAPHY-LIQUID/SOLID EXTRACTION- ULTRAVIOLET DETECTOR
2033,ENDOTHALL,,,,548.1,GC-L/S EXTRACTION-ELECTRON CAPTURE DETEC,GAS CHROMATOGRAPHY-LIQUID/SOLID EXTRACTION-ELECTRON CAPTURE DETECTOR
2034,GLYPHOSATE,,,,6651,"VOC, GC, PID/ECD, P&T, CAPCOLUMN",VOCS IN WATER BY PURGE AND TRAP CAPILLARY COLUMN GASCHROMATOGRAPHY WITH PHOTOIONIZATION AND ELECTROLYTIC CONDUCTIVITY DE
2036,OXAMYL,,,,6651,"VOC, GC, PID/ECD, P&T, CAPCOLUMN",VOCS IN WATER BY PURGE AND TRAP CAPILLARY COLUMN GASCHROMATOGRAPHY WITH PHOTOIONIZATION AND ELECTROLYTIC CONDUCTIVITY DE
0100,TURBIDITY,0,0,0,180.1,NEPHELOMETRIC,
1038,NITRATE-NITRITE,,,,354.1,"SPECTROPHOTOMETRIC, MANUAL",MANUAL DISTILLATION FOLLOWED BY: SPECTROPHOTOMETRIC
2455,BROMOCHLOROACETIC ACID,,,,6251B,GC-L/S EXTRACTION-ELECTRON CAPTURE DETEC,GAS CHROMATOGRAPHY-LIQUID/SOLID EXTRACTION-ELECTRON CAPTURE DETECTOR
2454,DIBROMOACETIC ACID,,,,6251B,GC-L/S EXTRACTION-ELECTRON CAPTURE DETEC,GAS CHROMATOGRAPHY-LIQUID/SOLID EXTRACTION-ELECTRON CAPTURE DETECTOR
2453,MONOBROMOACETIC ACID,,,,6251B,GC-L/S EXTRACTION-ELECTRON CAPTURE DETEC,GAS CHROMATOGRAPHY-LIQUID/SOLID EXTRACTION-ELECTRON CAPTURE DETECTOR
2452,TRICHLOROACETIC ACID,,,,6251B,GC-L/S EXTRACTION-ELECTRON CAPTURE DETEC,GAS CHROMATOGRAPHY-LIQUID/SOLID EXTRACTION-ELECTRON CAPTURE DETECTOR
2451,DICHLOROACETIC ACID,,,,6251B,GC-L/S EXTRACTION-ELECTRON CAPTURE DETEC,GAS CHROMATOGRAPHY-LIQUID/SOLID EXTRACTION-ELECTRON CAPTURE DETECTOR
2450,MONOCHLOROACETIC ACID,,,,6251B,GC-L/S EXTRACTION-ELECTRON CAPTURE DETEC,GAS CHROMATOGRAPHY-LIQUID/SOLID EXTRACTION-ELECTRON CAPTURE DETECTOR
2456,TOTAL HALOACETIC ACIDS (HAA5),,,,6251B,GC-L/S EXTRACTION-ELECTRON CAPTURE DETEC,GAS CHROMATOGRAPHY-LIQUID/SOLID EXTRACTION-ELECTRON CAPTURE DETECTOR
1009,CHLORITE,,,,300.1,ION CHROMATOGRAPHY,
1004,BROMIDE,,,,300.1,ION CHROMATOGRAPHY,
1011,BROMATE,,,,300.1,ION CHROMATOGRAPHY,
1006,CHLORAMINE,,,,4500CL-G,DPD COLORIMETRIC METHOD,
0999,CHLORINE,,,,4500CL-G,DPD COLORIMETRIC METHOD,
1006,CHLORAMINE,,,,4500CL-I,IODOMETRIC ELECTRODE TECHNIQUE,
1008,CHLORINE DIOXIDE,,,,4500CLO2-E,AMPEROMETRIC TITRATION II,
1009,CHLORITE,,,,4500CLO2-E,AMPEROMETRIC TITRATION II,
2919,"CARBON, DISSOLVED ORGANIC (DOC)",,,,5310B,HIGH TEMPERATURE COMBUSTION METHOD,
2920,"CARBON, TOTAL",,,,5310B,HIGH TEMPERATURE COMBUSTION METHOD,
2919,"CARBON, DISSOLVED ORGANIC (DOC)",,,,5310C,PERSULFATE-ULTRAVIOLET OR OXIDATION,
2920,"CARBON, TOTAL",,,,5310C,PERSULFATE-ULTRAVIOLET OR OXIDATION,
2919,"CARBON, DISSOLVED ORGANIC (DOC)",,,,5310D,WET-OXIDATION METHOD,
2920,"CARBON, TOTAL",,,,5310D,WET-OXIDATION METHOD,
2922,UV ABSORBANCE @254 NM,,,,5910B,ULTRAVIOLET ABSORPTION METHOD,
2950,TTHM,,,,551.1,DBPS & CL2 SOLVENTS GC L/L ELECTRON CAPT,DET. OF CHLORINATION DISINFECTION BY-PRODUCTS & CHLORINATED SOLVENTS BY LIQUID-LIQUID EXTRACTION AND GAS CHROMATOGRAPHY
2944,DIBROMOCHLOROMETHANE,,,,551.1,DBPS & CL2 SOLVENTS GC L/L ELECTRON CAPT,DET. OF CHLORINATION DISINFECTION BY-PRODUCTS & CHLORINATED SOLVENTS BY LIQUID-LIQUID EXTRACTION AND GAS CHROMATOGRAPHY
2943,BROMODICHLOROMETHANE,,,,551.1,DBPS & CL2 SOLVENTS GC L/L ELECTRON CAPT,DET. OF CHLORINATION DISINFECTION BY-PRODUCTS & CHLORINATED SOLVENTS BY LIQUID-LIQUID EXTRACTION AND GAS CHROMATOGRAPHY
2942,BROMOFORM,,,,551.1,DBPS & CL2 SOLVENTS GC L/L ELECTRON CAPT,DET. OF CHLORINATION DISINFECTION BY-PRODUCTS & CHLORINATED SOLVENTS BY LIQUID-LIQUID EXTRACTION AND GAS CHROMATOGRAPHY
2941,CHLOROFORM,,,,551.1,DBPS & CL2 SOLVENTS GC L/L ELECTRON CAPT,DET. OF CHLORINATION DISINFECTION BY-PRODUCTS & CHLORINATED SOLVENTS BY LIQUID-LIQUID EXTRACTION AND GAS CHROMATOGRAPHY
2455,BROMOCHLOROACETIC ACID,,,,552.2,DBPS & CL2 SOLVENTS GC L/L ELECTRON CAPT,DET. OF CHLORINATION DISINFECTION BY-PRODUCTS & CHLORINATED SOLVENTS BY LIQUID-LIQUID EXTRACTION AND GAS CHROMATOGRAPHY
2454,DIBROMOACETIC ACID,,,,552.2,DBPS & CL2 SOLVENTS GC L/L ELECTRON CAPT,DET. OF CHLORINATION DISINFECTION BY-PRODUCTS & CHLORINATED SOLVENTS BY LIQUID-LIQUID EXTRACTION AND GAS CHROMATOGRAPHY
2453,MONOBROMOACETIC ACID,,,,552.2,DBPS & CL2 SOLVENTS GC L/L ELECTRON CAPT,DET. OF CHLORINATION DISINFECTION BY-PRODUCTS & CHLORINATED SOLVENTS BY LIQUID-LIQUID EXTRACTION AND GAS CHROMATOGRAPHY
2452,TRICHLOROACETIC ACID,,,,552.2,DBPS & CL2 SOLVENTS GC L/L ELECTRON CAPT,DET. OF CHLORINATION DISINFECTION BY-PRODUCTS & CHLORINATED SOLVENTS BY LIQUID-LIQUID EXTRACTION AND GAS CHROMATOGRAPHY
2451,DICHLOROACETIC ACID,,,,552.2,DBPS & CL2 SOLVENTS GC L/L ELECTRON CAPT,DET. OF CHLORINATION DISINFECTION BY-PRODUCTS & CHLORINATED SOLVENTS BY LIQUID-LIQUID EXTRACTION AND GAS CHROMATOGRAPHY
2450,MONOCHLOROACETIC ACID,,,,552.2,DBPS & CL2 SOLVENTS GC L/L ELECTRON CAPT,DET. OF CHLORINATION DISINFECTION BY-PRODUCTS & CHLORINATED SOLVENTS BY LIQUID-LIQUID EXTRACTION AND GAS CHROMATOGRAPHY
2456,TOTAL HALOACETIC ACIDS (HAA5),,,,552.2,DBPS & CL2 SOLVENTS GC L/L ELECTRON CAPT,DET. OF CHLORINATION DISINFECTION BY-PRODUCTS & CHLORINATED SOLVENTS BY LIQUID-LIQUID EXTRACTION AND GAS CHROMATOGRAPHY
1925,PH,,,,D1293-95,ELECTROMETRIC-ONLINE MEASUREMENT,
1067,"ALKALINITY, CACO3 STABILITY",,,,2320,TITRIMETRIC,
1927,"ALKALINITY, TOTAL",,,,2320,TITRIMETRIC,
1041,NITRITE,,,,CALCUL SDWIS,CALCULATED BY PRIMACY AGENCY,
2456,TOTAL HALOACETIC ACIDS (HAA5),,,,CALCUL SDWIS,CALCULATED BY PRIMACY AGENCY,
2950,TTHM,,,,CALCUL SDWIS,CALCULATED BY PRIMACY AGENCY,
1040,NITRATE,,,,CALCUL SDWIS,CALCULATED BY PRIMACY AGENCY,
1038,NITRATE-NITRITE,,,,CALCUL SDWIS,CALCULATED BY PRIMACY AGENCY,
2923,SUVA (SPECFIC ULTRAVIOLET ABSORBANCE),,,,CALCUL SDWIS,CALCULATED BY PRIMACY AGENCY,
3015,CRYPTOSPORIDIUM,,,,CALCUL SDWIS,CALCULATED BY PRIMACY AGENCY,
4002,"GROSS ALPHA, INCL. RADON & U",,,,CALCUL SDWIS,CALCULATED BY PRIMACY AGENCY,
4010,COMBINED RADIUM (-226 & -228),,,,CALCUL SDWIS,CALCULATED BY PRIMACY AGENCY,
4006,COMBINED URANIUM,,,,CALCUL SDWIS,CALCULATED BY PRIMACY AGENCY,
4004,RADON,,,,CALCUL SDWIS,CALCULATED BY PRIMACY AGENCY,
4010,COMBINED RADIUM (-226 & -228),,,,CALCUL PRIM,CALCULATED BY WATER SYSTEM,
2456,TOTAL HALOACETIC ACIDS (HAA5),,,,CALCUL PRIM,CALCULATED BY WATER SYSTEM,
2950,TTHM,,,,CALCUL PRIM,CALCULATED BY WATER SYSTEM,
4002,"GROSS ALPHA, INCL. RADON & U",,,,CALCUL PRIM,CALCULATED BY WATER SYSTEM,
1041,NITRITE,,,,CALCUL PRIM,CALCULATED BY WATER SYSTEM,
1040,NITRATE,,,,CALCUL PRIM,CALCULATED BY WATER SYSTEM,
1038,NITRATE-NITRITE,,,,CALCUL PRIM,CALCULATED BY WATER SYSTEM,
2923,SUVA (SPECFIC ULTRAVIOLET ABSORBANCE),,,,CALCUL PRIM,CALCULATED BY WATER SYSTEM,
3015,CRYPTOSPORIDIUM,,,,CALCUL PRIM,CALCULATED BY WATER SYSTEM,
4006,COMBINED URANIUM,,,,CALCUL PRIM,CALCULATED BY WATER SYSTEM,
4004,RADON,,,,CALCUL PRIM,CALCULATED BY WATER SYSTEM,
2456,TOTAL HALOACETIC ACIDS (HAA5),,,,CALCUL WS,CALCULATED BY SDWIS STATE CDS PROCESS,
2950,TTHM,,,,CALCUL WS,CALCULATED BY SDWIS STATE CDS PROCESS,
4002,"GROSS ALPHA, INCL. RADON & U",,,,CALCUL WS,CALCULATED BY SDWIS STATE CDS PROCESS,
1040,NITRATE,,,,CALCUL WS,CALCULATED BY SDWIS STATE CDS PROCESS,
1038,NITRATE-NITRITE,,,,CALCUL WS,CALCULATED BY SDWIS STATE CDS PROCESS,
1041,NITRITE,,,,CALCUL WS,CALCULATED BY SDWIS STATE CDS PROCESS,
2923,SUVA (SPECFIC ULTRAVIOLET ABSORBANCE),,,,CALCUL WS,CALCULATED BY SDWIS STATE CDS PROCESS,
3015,CRYPTOSPORIDIUM,,,,CALCUL WS,CALCULATED BY SDWIS STATE CDS PROCESS,
4006,COMBINED URANIUM,,,,CALCUL WS,CALCULATED BY SDWIS STATE CDS PROCESS,
4004,RADON,,,,CALCUL WS,CALCULATED BY SDWIS STATE CDS PROCESS,
4010,COMBINED RADIUM (-226 & -228),,,,CALCUL WS,CALCULATED BY SDWIS STATE CDS PROCESS,
4010,COMBINED RADIUM (-226 & -228),,,,CALCUL LAB,CALCULATED BY LABORATORY,
2456,TOTAL HALOACETIC ACIDS (HAA5),,,,CALCUL LAB,CALCULATED BY LABORATORY,
2950,TTHM,,,,CALCUL LAB,CALCULATED BY LABORATORY,
1040,NITRATE,,,,CALCUL LAB,CALCULATED BY LABORATORY,
1038,NITRATE-NITRITE,,,,CALCUL LAB,CALCULATED BY LABORATORY,
4006,COMBINED URANIUM,,,,CALCUL LAB,CALCULATED BY LABORATORY,
2923,SUVA (SPECFIC ULTRAVIOLET ABSORBANCE),,,,CALCUL LAB,CALCULATED BY LABORATORY,
3015,CRYPTOSPORIDIUM,,,,CALCUL LAB,CALCULATED BY LABORATORY,
1041,NITRITE,,,,CALCUL LAB,CALCULATED BY LABORATORY,
4004,RADON,,,,CALCUL LAB,CALCULATED BY LABORATORY,
4002,"GROSS ALPHA, INCL. RADON & U",,,,CALCUL LAB,CALCULATED BY LABORATORY,
3014,E. COLI,,,30,E*COLITE,E*COLITE,CHARM SCIENCE
3100,COLIFORM (TCR),,,30,E*COLITE,E*COLITE,CHARM SCIENCE
3014,E. COLI,,,30,M-COLIBLUE24,M-COLIBLUE24,HACH COMPANY
3100,COLIFORM (TCR),,,30,M-COLIBLUE24,M-COLIBLUE24,HACH COMPANY
3014,E. COLI,,,30,READYCULT 100,READYCULT COLIFORMS 100,EM SCIENCE
3100,COLIFORM (TCR),,,30,READYCULT 100,READYCULT COLIFORMS 100,EM SCIENCE
3014,E. COLI,,,30,CHROMOCULT MF AGAR,CHROMOCULT COLIFORM MF AGAR,EM SCIENCE
3100,COLIFORM (TCR),,,30,CHROMOCULT MF AGAR,CHROMOCULT COLIFORM MF AGAR,EM SCIENCE
3001,HETEROTROPHIC BACTERIA (HPC OR SPC),,,30,9215B-INDEXX SIMPLATE,IDEXX SIMPLATE HPC,INDEXX
3014,E. COLI,,,30,COLITAG,COLITAG,CPI INTERNATIONAL
3100,COLIFORM (TCR),,,30,COLITAG,COLITAG,CPI INTERNATIONAL
3014,E. COLI,,,30,COLISCAN,COLISCAN,MICROLOGY LABORATORIES
3100,COLIFORM (TCR),,,30,COLISCAN,COLISCAN,MICROLOGY LABORATORIES
3002,ENTEROCOCCI,,,30,1600,MEMBRANE FILTER,
4109,GROSS ALPHA PARTICLE ACTIVITY,,,,7110B,EVAPORATION METHOD FOR GROSS ALPHA-BETA,
4100,GROSS BETA PARTICLE ACTIVITY,,,,7110B,EVAPORATION METHOD FOR GROSS ALPHA-BETA,
4002,"GROSS ALPHA, INCL. RADON & U",,,,7110B,EVAPORATION METHOD FOR GROSS ALPHA-BETA,
4000,"GROSS ALPHA, EXCL. RADON & U",,,,7110B,EVAPORATION METHOD FOR GROSS ALPHA-BETA,
4109,GROSS ALPHA PARTICLE ACTIVITY,,,,900,EVAPORATION METHOD FOR GROSS ALPHA-BETA,
4100,GROSS BETA PARTICLE ACTIVITY,,,,900,EVAPORATION METHOD FOR GROSS ALPHA-BETA,
4002,"GROSS ALPHA, INCL. RADON & U",,,,900,EVAPORATION METHOD FOR GROSS ALPHA-BETA,
4000,"GROSS ALPHA, EXCL. RADON & U",,,,900,EVAPORATION METHOD FOR GROSS ALPHA-BETA,
4109,GROSS ALPHA PARTICLE ACTIVITY,,,,D1943-81,EVAPORATION METHOD FOR GROSS ALPHA-BETA,
4100,GROSS BETA PARTICLE ACTIVITY,,,,D1943-81,EVAPORATION METHOD FOR GROSS ALPHA-BETA,
4002,"GROSS ALPHA, INCL. RADON & U",,,,D1943-81,EVAPORATION METHOD FOR GROSS ALPHA-BETA,
4000,"GROSS ALPHA, EXCL. RADON & U",,,,D1943-81,EVAPORATION METHOD FOR GROSS ALPHA-BETA,
4109,GROSS ALPHA PARTICLE ACTIVITY,,,,R-1120-76,EVAPORATION METHOD FOR GROSS ALPHA-BETA,
4100,GROSS BETA PARTICLE ACTIVITY,,,,R-1120-76,EVAPORATION METHOD FOR GROSS ALPHA-BETA,
4002,"GROSS ALPHA, INCL. RADON & U",,,,R-1120-76,EVAPORATION METHOD FOR GROSS ALPHA-BETA,
4000,"GROSS ALPHA, EXCL. RADON & U",,,,R-1120-76,EVAPORATION METHOD FOR GROSS ALPHA-BETA,
3009,FUNGUS /ML,,,,9610H,FUNGI PATHOGENIC TO HUMANS,
2039,DI(2-ETHYLHEXYL) PHTHALATE,,,,506,GAS CHROMATOGRAPHY-L/L OR L/S EXTRACTION,DET. OF PHTHALATE AND ADIPATE ESTERS IN DRINKING WATER - GAS CHROMATOGRAPHY-LIQUID/LIQUID OR LIQUID/SOLID EXTRACTON-PHOT
2284,DIETHYL PHTHALATE,,,,506,GAS CHROMATOGRAPHY-L/L OR L/S EXTRACTION,DET. OF PHTHALATE AND ADIPATE ESTERS IN DRINKING WATER - GAS CHROMATOGRAPHY-LIQUID/LIQUID OR LIQUID/SOLID EXTRACTON-PHOT
2282,DIMETHYL PHTHALATE,,,,506,GAS CHROMATOGRAPHY-L/L OR L/S EXTRACTION,DET. OF PHTHALATE AND ADIPATE ESTERS IN DRINKING WATER - GAS CHROMATOGRAPHY-LIQUID/LIQUID OR LIQUID/SOLID EXTRACTON-PHOT
2294,BUTYLBENZYL PHTHALATE,,,,506,GAS CHROMATOGRAPHY-L/L OR L/S EXTRACTION,DET. OF PHTHALATE AND ADIPATE ESTERS IN DRINKING WATER - GAS CHROMATOGRAPHY-LIQUID/LIQUID OR LIQUID/SOLID EXTRACTON-PHOT
2290,DI-N-BUTYL PHTHALATE,,,,506,GAS CHROMATOGRAPHY-L/L OR L/S EXTRACTION,DET. OF PHTHALATE AND ADIPATE ESTERS IN DRINKING WATER - GAS CHROMATOGRAPHY-LIQUID/LIQUID OR LIQUID/SOLID EXTRACTON-PHOT
2223,DI-N-OCTYL PHTHALATE,,,,506,GAS CHROMATOGRAPHY-L/L OR L/S EXTRACTION,DET. OF PHTHALATE AND ADIPATE ESTERS IN DRINKING WATER - GAS CHROMATOGRAPHY-LIQUID/LIQUID OR LIQUID/SOLID EXTRACTON-PHOT
2931,"1,2-DIBROMO-3-CHLOROPROPANE",0,0,0,504,GC-MICROEXTRACTION-ECD,GAS CHROMATOGRAPHY-MICROEXTRACTION-ELECTRON CAPTURE DETECTOR
2946,ETHYLENE DIBROMIDE,0,0,0,504,GC-MICROEXTRACTION-ECD,GAS CHROMATOGRAPHY-MICROEXTRACTION-ELECTRON CAPTURE DETECTOR
3008,GIARDIA LAMBLIA,,,,9711B,GIARDIA LAMBLIA,
2455,BROMOCHLOROACETIC ACID,,,,552,HAAS - GC L/L ELECTRON CAPTURE,DET. OF HALOACETIC ACIDS IN DRINKING WATER BY LIQUID/LIQUID EXTRACTION DERIVATION AND GAS CHROMATOGRAPHY USING ELECTRON
2450,MONOCHLOROACETIC ACID,,,,552,HAAS - GC L/L ELECTRON CAPTURE,DET. OF HALOACETIC ACIDS IN DRINKING WATER BY LIQUID/LIQUID EXTRACTION DERIVATION AND GAS CHROMATOGRAPHY USING ELECTRON
2452,TRICHLOROACETIC ACID,,,,552,HAAS - GC L/L ELECTRON CAPTURE,DET. OF HALOACETIC ACIDS IN DRINKING WATER BY LIQUID/LIQUID EXTRACTION DERIVATION AND GAS CHROMATOGRAPHY USING ELECTRON
